"id","13","0","5","14","12"
"ParanoiaInfoLong","(船员阵营):\n被害妄想症使用通风管后会幻想出一个尸体并报告，实际上并不会死人，但的确可以召开会议。","(Crewmates):\nParanoid can call a meeting by venting. The report animation will show a dead body with Paranoid's color, but the Paranoid is not actually dead.","(Член Экипажа):\nПараноик будет фантазировать о трупе и созывать срочное собрание при использовании вентиляции. Но на самом деле, никакого трупа нет, но всё равно может провести срочное собрание.","(船員陣營):\n被害妄想症跳管道後會幻想出一個假屍體並報告，實際上並不會死人，但的確可以召開會議。","(船员阵营):\n被害妄想症使用通风管后会幻想出一个尸体并报告，实际上并不会死人，但的确可以召开会议。"
"PsychicInfoLong","(船员阵营):\n愚者能够在会议期间看到数名玩家的名字以红色突出显示，其中至少一名是邪恶的。愚者成为叛徒时将准确地看到所有中立以及带刀船员玩家显示为红名。","(Crewmates):\nThe Psychic can see the names of several players highlighted in red during the meeting, at least one of them is evil. The Psychic will correctly see all Neutrals and Killing Crewmates displayed as red names when becoming a Madmate.","(Член Экипажа):\nЭкстрасенс может видеть потенциально злых игроков во время встречи. Экстрасенс увидит никнеймы нескольких игроков, которые выделены красным цветом, по крайней мере, один из них точно окажется злым.","(船員陣營):\n愚者在會議時可以看到幾名玩家顯示為紅名，其中一位至少是帶刀的(例如偽裝者陣營的所有職業以及部分中立職業)。愚者成為叛徒時將可以準確看到所有帶刀中立和帶刀的船員玩家。","(船员阵营):\n愚者能够在会议期间看到数名玩家的名字以红色突出显示，其中至少一名是邪恶的。愚者成为叛徒时将准确地看到所有中立以及带刀船员玩家显示为红名。"
"SabotageMasterInfoLong","(船员阵营):\n修理工可以随意使用通风管道，你甚至可以把通风管当成自己的家永远不出来。氧气泄露、核反应堆熔毁以及米拉总部的通讯破坏修理工只需要修复一边则另一边即可同时被修复。修理工只需要按一个开关便可以修复照明破坏。修理工打开波鲁斯与飞艇地图的门时修理工所在房间的所有门同时打开。","(Crewmates):\nThe Mechanic can use the vent at any time. They can also fix Reactors, O2, Communications by using only one side. Lights can be fixed by flicking only one switch. Opening a door will open all doors in the map.","(Член Экипажа):\nРемонтник может использовать вентиляцию в любое время, и он может даже относиться к нему как к собственному дому и никогда не выходить из нее. \nТакже он может в одиночку починить саботажи такие, как: Саботаж Реактора, Саботаж O2 и Саботаж Связи. \nТак же он может починить Саботаж Света коснувшись лишь одного рычага. \nОткрытие одной двери позволяет открыть все двери в этой комнате.","船員陣營):\n修理工可以隨意使用通風管，而且因為沒有像原版工程師的時間限制，而修理工對於需要兩邊修復的破壞只需修理一側的緊急任務點便可以瞬間解決另一側的任務點，對於修理電燈來講，修理工只需按下一根開關便可以修復整個電燈，當修理工打開Polus或Airship的門時修理工所在房間的所有門將被同時打開。","(船员阵营):\n修理工可以随意使用通风管道，你甚至可以把通风管当成自己的家永远不出来。氧气泄露、核反应堆熔毁以及米拉总部的通讯破坏修理工只需要修复一边则另一边即可同时被修复。修理工只需要按一个开关便可以修复照明破坏。修理工打开波鲁斯与飞艇地图的门时修理工所在房间的所有门同时打开。"
"SheriffInfoLong","(船员阵营):\n警长没有船员任务。警长可以击杀内鬼（根据房间设置，警长也可以击杀中立阵营玩家）。警长若尝试击杀船员阵营的玩家，警长将会走火自杀。警长成为叛徒时可以击杀任何人。","(Crewmates):\nSheriff has no task. The sheriff can kill the Impostor (according to the host settings, the sheriff can also kill neutrals). If the Sheriff tries to kill a crewmate, the Sheriff will kill himself. The sheriff can kill anyone when he becomes a madmate (also according to the host settings).","(Член Экипажа):\nШериф может убивать Предателей. \nЕсть настройка, позволяющая убить даже Нейтралов. \nОднако если Шериф попытается убить Члена Экипажа, то это приведёт к его смерти. У него нет заданий.","(船員陣營):\n警長可以執法偽裝者，根據房主設定，警長或許也能執法中立陣營的玩家，如果警長嘗試執法船員陣營的玩家，那麼警長將走火自殺。警長成為叛徒時將可以殺死任何人。\n請注意: 由於技術限制，警長無法像正常船員一樣做任務。","(船员阵营):\n警长没有船员任务。警长可以击杀内鬼（根据房间设置，警长也可以击杀中立阵营玩家）。警长若尝试击杀船员阵营的玩家，警长将会走火自杀。警长成为叛徒时可以击杀任何人。"
"JailerInfoLong","(船员阵营):\n狱警使用击杀按钮将一名玩家关进监狱。在下次会议期间，被关押的玩家不能投票，也不能被投票（投票数为 0）。狱警可以选择通过投票处决囚犯。如果狱警处决了一名无辜玩家，则在游戏剩余时间内，狱警将失去处决玩家的能力。注意：被关进监狱的玩家不能被猜测或审判，如果是赌怪且被关进监狱的玩家只能猜测狱警","(Crewmates):\nAs the Jailor, use your kill button to lock a player in jail. During the next meeting, the jailed player cannot vote or be voted (vote count will be 0). The Jailor may choose to execute the prisoner by voting them. If the Jailor executes an innocent player, the Jailor loses the ability to execute for the rest of the game.\nIf the Jailor is evil, then they can execute anyone.\nThe Jailor has limited executions.\n\nNote : Jailed players cannot be guessed or judged and jailed players can only guess Jailor.","(Член Экипажа):\nКак Тюремщик, используйте кнопку убийства, чтобы запереть игрока в тюрьме. Во время следующего собрания, заключенный не может голосовать или быть проголосованным (количество голосов будет 0). Тюремщик может казнить заключенного, голосуя за них. Если Тюремщик казнит невиновного игрока, Тюремщик теряет способность казнить на всю игру.\nТюремщик имеет лимитированные казни.\n\n★Обратите внимание★: Заключенные не могут быть угаданы или засужены, но заключенные игроки могут угадывать Тюремщика.","(Crewmates):\nAs the Jailor, use your kill button to lock a player in jail. During the next meeting, the jailed player cannot vote or be voted (vote count will be 0). The Jailor may choose to execute the prisoner by voting them. If the Jailor executes an innocent player, the Jailor loses the ability to execute for the rest of the game.\nThe Jailor has limited executions.\n\nNote : Jailed players cannot be guessed or judged and jailed players can only guess Jailor.","(Crewmates):\nAs the Jailor, use your kill button to lock a player in jail. During the next meeting, the jailed player cannot vote or be voted (vote count will be 0). The Jailor may choose to execute the prisoner by voting them. If the Jailor executes an innocent player, the Jailor loses the ability to execute for the rest of the game.\nThe Jailor has limited executions.\n\nNote : Jailed players cannot be guessed or judged and jailed players can only guess Jailor."
"SnitchInfoLong","(船员阵营):\n告密者完成所有任务后，将可以看到以红色昵称表示的所有内鬼。当告密者仅剩一个任务的时候，内鬼将会看到自己以及告密者的昵称旁边有「★」作为提示。告密者成为叛徒时，「★」标记变为红色。","(Crewmates):\nAfter the Snitch completes all tasks, they can see Impostors names being displayed in red on meeting. When the Snitch has only one task left, the Impostors will see a 「★」 mark next to the name of themselves and the Snitch. When a Snitch becomes a Madmate, the 「★」 mark turns red.","(Член Экипажа):\nКак только Стукач выполнит все задания, то никнейм у всех Предателей будет отображаться \nкрасным цветом, и наоборот, если количество ваших заданий будет близка к завершению, \nто рядом с никнеймом Стукача появится звёздочка★, которая будет видна Предателям.","(船員陣營):\n當告密者完成所有任務後，告密者將可以看到偽裝者名字顯示為紅色(根據房主設定，告密者或許也可以跟帶刀中立互認)，當告密者只剩下一個任務時，偽裝者將會看到自己和告密者的名字旁有「★」符號作為提示，如果告密者成為叛徒，那麼「★」符號將轉為紅色。","(船员阵营):\n告密者完成所有任务后，将可以看到以红色昵称表示的所有内鬼。当告密者仅剩一个任务的时候，内鬼将会看到自己以及告密者的昵称旁边有「★」作为提示。告密者成为叛徒时，「★」标记变为红色。"
"MarshallInfoLong","(船员阵营):\n作为展现者，完成任务，向其他船员展示自己的身份。其他阵营将无法看见你。然而，叛徒可以看到你。赌怪无法赌死你，因为这不公平","(Crewmates):\nAs the Marshall, complete your tasks to reveal yourself to the rest of the crew.\nOther teams will not be able to see you.\nHowever, madmates CAN see you.","(Crewmates):\nИграя за Маршала, выполняйте свои задания, чтобы показать себя остальным Членам Экипажа.\nДругие команды не смогут вас видеть.\nТем не менее, Безумцы могут видеть вас.","(Crewmates):\nInfo not provided.","(Crewmates):\nInfo not provided."
"SpeedBoosterInfoLong","(船员阵营):\n增速者每次完成任务都会增加自己的移动速度。请注意：由于技术限制，增速者在其他人眼中为正常速度，所以会以闪现的方式移动。","(Crewmates):\nSpeed Booster increase their movement speed every time they complete a task. Note: due to technical limitations, the Speed Booster appears to be at a normal speed to others, so they look like glitch.","(Член Экипажа):\nУскоритель будет увеличивать свою скорость передвижения каждый раз, когда он выполняет задание. Пожалуйста, обратите внимание: Из-за технических ограничений у других игроков его скорость будет прежней, поэтому он иногда будет пинговать.","(船員陣營):\n增速師每次完成任務後都會增加自己的移動速度。\n請注意: 由於技術限制，增速者在其他人眼裡為正常速度，所以會以閃現的方式移動。","(船员阵营):\n增速者每次完成任务都会增加自己的移动速度。请注意：由于技术限制，增速者在其他人眼中为正常速度，所以会以闪现的方式移动。"
"DoctorInfoLong","(船员阵营):\n法医可以查看生命监测装置并确认死亡玩家的死因。查看的时间长短与设备的充能数挂钩。","(Crewmates):\nDoctor can see the cause of death for all players. In addition, Doctor can access vitals wherever you are while he still have battery.","(Член Экипажа):\nДоктор может узнать причину смерти игрока. \nКроме того, он имеет портативные пульсы как у учёного, которые он может использовать в любом месте, пока у него не закончится зарядка.","(船員陣營):\n法醫可以在會議上看到玩家的死因，此外，如果法醫的心電圖還有電量，那麼它將可以隨時隨地觀看心電圖。","(船员阵营):\n法医可以查看生命监测装置并确认死亡玩家的死因。查看的时间长短与设备的充能数挂钩。"
"DictatorInfoLong","(船员阵营):\n当独裁者在会议阶段投票给玩家后，会议会被强制结束并放逐其投票对象。该技能发动的代价是独裁者会自杀。说白了就是一换一。","(Crewmates):\nWhen the Dictator votes someone, the meeting will end on the spot and the player they voted will be ejected. The moment the Dictator vote someone out, Dictator will also die.","(Член Экипажа):\nЕсли Диктатор проголосует за любого игрока во время собрания, он сможет принудительно завершить собрание и кикнуть игрока за которого он отдал голос \nТак же Диктатор умрёт после собрания когда он отдаст голос.","(船員陣營):\n當獨裁者在會議上投票給某人時，會議將被強制結束並強制丟出獨裁者投票給的目標，但代價就是獨裁者在投票後會立刻死亡。","(船员阵营):\n当独裁者在会议阶段投票给玩家后，会议会被强制结束并放逐其投票对象。该技能发动的代价是独裁者会自杀。说白了就是一换一。"
"DetectiveInfoLong","(船员阵营):\n侦探报告尸体后，会收到一条线索消息，该消息会告诉侦探被害者的职业是什么，根据房主设定，侦探可能知道凶手的职业是什么。请注意：侦探不会成为胆小鬼。","(Crewmate):\nAfter the Detective reports the body, they will receive a clue message, which will tell the Detective what the victim's role is. According to the host's settings, the Detective may know what the murderer's role is. Note: Detective won't be Oblivious.","(Член Экипажа):\nПосле того, как Детектив зарепортит труп, он получит сообщение с подсказкой, которое сообщит Детективу, какая была роль у трупа. В зависимости от настроек Детектив может даже знать, какая роль у убийцы жертвы","(船員陣營):\n偵探在報告屍體後，會在會議上收到一條線索，該消息會告訴被害者的職業是什麼，根據房主設定，偵探可能可以知道兇手的職業是什麼。\n請注意: 偵探不會成為膽小鬼。","(船员阵营):\n侦探报告尸体后，会收到一条线索消息，该消息会告诉侦探被害者的职业是什么，根据房主设定，侦探可能知道凶手的职业是什么。请注意：侦探不会成为胆小鬼。"
"UndercoverInfoLong","(船员阵营):\n内鬼会将卧底认作自己的队友，但卧底并不知道内鬼是谁。","(Crewmates):\nThe Impostors knows who Undercover is and sees him as a teammate, but Undercover himself does not know who the Impostors are.","(Член Экипажа):\nПредатели знают кто является Агентом и видят его как своего товарища по команде, но сам Агент не знает, кто является Предателем.","(船員陣營):\n偽裝者會將間諜當作自己的隊友，但實際上間諜並不知道誰是偽裝者。","(船员阵营):\n内鬼会将卧底认作自己的队友，但卧底并不知道内鬼是谁。"
"NiceGuesserInfoLong","(船员阵营):\n正义赌怪可以在会议时猜测某位玩家的职业，正确则击杀目标，错误则会自杀。\n猜测指令为：/bt [玩家编号] [职业名]\n您可以在玩家名字前看到该玩家的编号，或者使用/id指令查看所有玩家的编号。当正义赌怪成为叛徒时可以猜测船员。","(Crewmates):\nThe Vigilante can guess the role of a certain player during the meeting. If it is correct, it will kill the target, and if it is wrong, Vigilante will suicide.\nThe guessing command is: /bt [player id] [role]\nYou can see the player's id before the player's name, or use the /id command to view the id of all players.\nVigilante can guess crewmate when become madmate.","(Член Экипажа):\nДобрый Угадыватель может угадывать роли определённого игрока во время встречи. Если он угадает роль правильно, то он убьет эту цель, а если неправильно, то он совершит самоубийство. \nКоманда для угадываний: '/bt [Номер игрока] [Название Роли]'' \nПример: /bt 3 Байт \nВы можете увидеть номер игрока перед его никнеймом, или же для просмотра номеров всех игроков нужно использовать команду ''/id'' .","(船員陣營):\n正義賭怪可以在會議上猜測某位玩家的職業，正確則會讓猜測目標死亡，錯誤則會自殺，\n猜測指令為/bt [玩家ID] [職業名](指令開頭的/bt可以替換為/bet、/guess、/gs等)\n你可以在玩家名字前看到玩家ID，或使用/id來查詢所有玩家的ID，當正義賭怪成為叛徒時將可以猜測船員職業。","(船员阵营):\n正义赌怪可以在会议时猜测某位玩家的职业，正确则击杀目标，错误则会自杀。\n猜测指令为：/bt [玩家编号] [职业名]\n您可以在玩家名字前看到该玩家的编号，或者使用/id指令查看所有玩家的编号。当正义赌怪成为叛徒时可以猜测船员。"
"SwordsManInfoLong","(船员阵营):\n侠客可以正义击杀任何阵营的人，不过机会只有一次。","(Crewmates):\nThe Knight has no tasks. They can kill any person but they can only do it once the whole game.","(Член Экипажа):\nЛинчеватель может убить любого игрока с любой ролью, но убить он сможет только один раз за игру.","(船員陣營):\n俠客可以殺死任何陣營的玩家，不過機會只有一次。","(船员阵营):\n侠客可以正义击杀任何阵营的人，不过机会只有一次。"
"TransporterInfoLong","(船员阵营):\n每当传送师完成任务，就会有随机两位玩家交换位置，但若剩余玩家不足将什么都不会发生。请注意：管道中的玩家不会被选中。","(Crewmates):\nWhenever the Transporter completes the task, two random players will switch positions, but if there are not enough players left, nothing will happen. Note: Players in the vent will not be selected.","(Член Экипажа):\nВсякий раз, когда Транспортер завершает задание, два случайных игрока меняются местами, но если живых игроков недостаточно, ничего не произойдет. \nПожалуйста, обратите внимание: игроки, которые находятся в вентиляции, выбраны не будут.","(船員陣營):\n每當傳送師完成任務時就會有隨機兩名玩家交換位置。\n請注意:\n1. 處於管道內的玩家不會被選種\2. 人數不夠時則什麼都不會發生。","(船员阵营):\n每当传送师完成任务，就会有随机两位玩家交换位置，但若剩余玩家不足将什么都不会发生。请注意：管道中的玩家不会被选中。"
"TimeManagerInfoLong","(船员阵营):\n时间操控者做的任务越多，会议时间就会越长，当时间操控者死亡则会议时间恢复正常。当时间操控者成为叛徒时则技能变为减少会议时长而不是增加会议时长。","(Crewmates):\nThe more tasks the Time Manager does, the longer the meeting time will be. When the Time Manager dies, the meeting time will return to normal. When the Time Manager becomes a Madmate, the skill changes to reducing the meeting time instead of increasing it.","(Член Экипажа):\nМастер Времени может увеличить время встречи, увеличивается время по мере выполнения заданий. Но когда он умрет, время встречи будет сброшено по умолчанию.","(船員陣營):\n時間大師做的任務越多，那麼會議時間就越長，如果時間大師死亡，那麼會議時間恢復。如果時間大師成為叛徒，那麼會議時間將會減少而不是增加。","(船员阵营):\n时间操控者做的任务越多，会议时间就会越长，当时间操控者死亡则会议时间恢复正常。当时间操控者成为叛徒时则技能变为减少会议时长而不是增加会议时长。"
"VeteranInfoLong","(船员阵营):\n老兵可以通过使用通风管道进入戒备状态，如果戒备状态下有玩家尝试击杀老兵，则老兵反杀凶手。老兵进入以及退出戒备状态时会看到自己身上有护盾破碎作为提示。","(Crewmates):\nVeteran can enter the alert state by venting. If a player tries to kill the veteran in the alert state, the veteran will kill the murderer instead. Veteran will see a shield-animation on their body and a text displayed above their head as a reminder when they enter and exit the alert state.","(Член Экипажа):\nВетеран может перейти в состояние боевой готовности, используя вентиляцию. Если игрок попытается убить Ветерана в состоянии боевой готовности, то Ветеран тут же убьет убийцу. Когда Ветеран входят в состояние боевой готовности и выходят из него, он увидит сломанный щит ангела на своем теле в качестве напоминания.","(船員陣營):\n老兵可以通過使用通風管來進入戒備狀態，在戒備狀態下，如果有人嘗試殺死老兵，那麼老兵將反殺嘗試殺死他的玩家。老兵進入或退出戒備狀態時身上會有盾牌破碎的效果作為提示。\n請注意: 如果老兵在戒備狀態下被鵜鶘活吞，那麼老兵將不會發動技能。","(船员阵营):\n老兵可以通过使用通风管道进入戒备状态，如果戒备状态下有玩家尝试击杀老兵，则老兵反杀凶手。老兵进入以及退出戒备状态时会看到自己身上有护盾破碎作为提示。"
"CopyCatInfoLong","(船员阵营):\n模仿者可以使用击杀按钮复制别人的职业\n如果目标是非船员或者流氓的话，则可能会杀死目标\n同时，若复制了太多非船员角色的话，则会自杀","(Crewmate):\nAs the Copycat, you can use your kill button to copy target's role.\n\nYou can only copy some crewmate roles.\nIf you try to copy a madmate or rascal, you become the madmate variation of the target role.\nIf you target an evil that has a crewmate variant, you'll become the crewmate variant.\n\nAdditionally, You do not have access to guessing.","(Член Экипажа):\nПодражатель может использовать кнопку убийства, чтобы скопировать роль цели.\n\nВы можете копировать только некоторые роли Членов Экипажа.\nЕсли вы попытаетесь скопировать Бузумца или Негодяя, вы станете вариацией роли Безумца.\nЕсли вы нацелитесь на злые роли, у которого есть вариант Члена Экипажа, вы станете вариантом Члена Экипажа.\n\nКроме того, у вас нет доступа к угадыванию, и вы совершаете самоубийство после неправильного копирования определенное количество раз, установленное хостом","(Crewmate):\nAs the Copycat, you can use your kill button to copy target's role.\n\nYou can only copy some crewmate roles.\nIf you try to copy a madmate or rascal, you become the madmate variation of the target role.\nIf you target an evil that has a crewmate variant, you'll become the crewmate variant.\n\nAdditionally, You do not have access to guessing.","(Crewmate):\nAs the Copycat, you can use your kill button to copy target's role.\n\nYou can only copy some crewmate roles.\nIf you try to copy a madmate or rascal, you become the madmate variation of the target role.\nIf you target an evil that has a crewmate variant, you'll become the crewmate variant.\n\nAdditionally, You do not have access to guessing."
"BodyguardInfoLong","(船员阵营):\n在保镖附近如果有玩家将被击杀，则保镖会阻止这次击杀并与凶手同归于尽。保镖的技能会作用在任何阵营的玩家上。当保镖成为叛徒且凶手不是内鬼的时候，保镖不会发动技能。","(Crewmates):\nIf a player is about to be killed near the Bodyguard, the Bodyguard will prevent the kill and die with the murderer. The Bodyguard's skills will affect players of any team. When the Bodyguard becomes a Madmate and the murderer is not an Impostor, the Bodyguard will not activate the skill.","(Член Экипажа):\nЕсли убийца попытается убить игрока рядом с Телохранителем, то Тело-Хранитель предотвратит убийство и умрет вместе с убийцей. Пожалуйста, обратите внимание: Навыки Телохранителем будут работать на игроках любой команды.","(船員陣營):\n如果在保鑣附近有玩家被嘗試殺死，則保鑣將會阻止這次的殺人並和兇手同歸於盡，當保鑣成為叛徒並凶手不是偽裝者陣營的玩家時，則保鑣不會發動技能。\n請注意: 如果在保鑣附近有玩家被鵜鶘活吞，則保鑣不會發動技能。","(船员阵营):\n在保镖附近如果有玩家将被击杀，则保镖会阻止这次击杀并与凶手同归于尽。保镖的技能会作用在任何阵营的玩家上。当保镖成为叛徒且凶手不是内鬼的时候，保镖不会发动技能。"
"CounterfeiterInfoLong","(船员阵营):\n赝品商可以通过击杀键将赝品卖给其他玩家，如贩卖成功赝品商将会看到自己身上出现护盾破碎动画作为提示。赝品将在下一次会议结束后生效，若无击杀能力的玩家持有赝品会立刻走火自杀，若有击杀能力的玩家持有赝品将在他下次尝试击杀时走火自杀。","(Crewmates):\nThe Deceiver can sell the counterfeit to other players through the kill button. If the counterfeit is sold successfully, the Deceiver will see a shield animation on their body as a reminder. The counterfeit will take effect after the end of the next meeting. If the player with no kill ability holds the counterfeit, he will kill himself immediately. If the player with the kill ability has the counterfeit, he will suicide when he tries to kill someone next time.","(Член Экипажа):\nОбманщик может прередать Обманку другим игрокам с помощью кнопки ''Убить''. Если обманка пройдет успешно, Обманщик увидит анимацию сломанного щита на своем теле в качестве напоминания. Обман вступит в силу после окончания следующей встречи. Если игрок с обманкой будет без способности убивать, он немедленно совершит самоубийство. Если игрок с обманкой будет со способностью убивать игроков, он совершит самоубийство при следующей попытке убить игрока.","(船員陣營):\n贗品商可以通過殺人鍵將贗品賣給其他玩家，若販賣成功那麼贗品商身上將會有盾牌破碎的效果作為提示，贗品將在會議結束後生效，如果未持有殺人能力的玩家持有贗品，那麼將立刻走火自殺，反之，如果持有殺人能力的玩家也持有贗品，那麼他將在下次殺死某個人時走火自殺。","(船员阵营):\n赝品商可以通过击杀键将赝品卖给其他玩家，如贩卖成功赝品商将会看到自己身上出现护盾破碎动画作为提示。赝品将在下一次会议结束后生效，若无击杀能力的玩家持有赝品会立刻走火自杀，若有击杀能力的玩家持有赝品将在他下次尝试击杀时走火自杀。"
"GrenadierInfoLong","(船员阵营):\n掷雷兵可以通过使用通风管道使用闪光弹，闪光弹会导致内鬼失去大部分视野（根据房主设置闪光弹可能影响到中立阵营玩家）。闪光弹生效以及失效时掷雷兵会看到自己身上有护盾破碎作为提示。当掷雷兵成为叛徒时闪光弹只对船员生效。","(Crewmates):\nThe Grenadier can use the vent to use the flashbang, which will cause the Impostor to lose most of the vision (depending on the host's settings, the flashbang may affect neutrals). When the flashbang takes effect and fails, the Grenadier will see the shield-animation on their body as a reminder. Flashbangs only work on the Crewmate when the Grenadier becomes a Madmate.","(Член Экипажа):\nГренадёр может использовать светошумовую бомбу, используя вентиляцию. Светошумовая бомба приведёт к тому, что Предатели потеряют большую часть поля зрения (поле зрение зависит от настроек Хоста, так же светошумовые бомбы могут повлиять на нейтралов). Когда светошумовая бомба сработает и не сработает, гренадер увидит, что их щиты разбиты в качестве напоминания","(船員陣營):\n擲彈兵可以通過使用通風管來使用閃光彈，閃光彈會導致偽裝者陣營的玩家失去大部分的視野(根據房主設定，效果可能影響到中立玩家)，閃光彈生效或失效時擲彈兵會看到自己身上有盾牌破碎的效果作為提示。當擲彈兵成為叛徒時，閃光彈將只對船員生效。","(船员阵营):\n掷雷兵可以通过使用通风管道使用闪光弹，闪光弹会导致内鬼失去大部分视野（根据房主设置闪光弹可能影响到中立阵营玩家）。闪光弹生效以及失效时掷雷兵会看到自己身上有护盾破碎作为提示。当掷雷兵成为叛徒时闪光弹只对船员生效。"
"MedicInfoLong","(船员阵营):\n医生可以通过使用击杀按键给目标发放一个护盾，若护盾发放成功则医生会看到目标身上出现护盾破碎动画作为提示，同时目标的名字旁会显示一个蓝色的「●」（仅医生可见）。医生可以发放护盾的数量会显示在医生的名字旁的括号内。每位玩家最多只能持有一个来自医生的护盾。根据房主设定目标可能可以看到自己是否持有护盾（显示在名字旁的蓝色「●」）。","(Crewmates):\nThe Medic can place a shield on the target by pressing the Kill button. The Medic can only give one shield for the whole game, when the Medic dies, the target's shield will be removed. The Medic can also see if someone is trying to break the target's shield.\nDepending on the host's settings, the Medic or the target can see if the player has a shield (shown as a green circle 「●」 next to the name).","(Член Экипажа):\nМедик может наложить на цель щит, нажав кнопку ''Убить''. Медик может дать только один щит на всю игру, когда Медик умрёт то щит у цели будет снят. Так же Медик может видеть что кто-то пытается сломать щит у цели.\nВ зависимости от настроек хоста Медик или цель могут видеть, есть ли у игрока щит (показан зелёным кружком рядом с именем).","(船員陣營):\n軍醫可以通過殺人鍵來發給某位玩家一個護盾，若護盾發放成功軍醫自己身上會出現盾牌破碎的效果作為提示，同時目標名字旁邊會出現藍色的「●」(只有軍醫可以看到)，剩餘的護盾數量會顯示在名字旁，每位玩家最多只能持有來自軍醫的一個護盾，根據房主設定，被上盾的人或許可以知道自己被上盾(名字旁有藍色的「●」)","(船员阵营):\n医生可以通过使用击杀按键给目标发放一个护盾，若护盾发放成功则医生会看到目标身上出现护盾破碎动画作为提示，同时目标的名字旁会显示一个蓝色的「●」（仅医生可见）。医生可以发放护盾的数量会显示在医生的名字旁的括号内。每位玩家最多只能持有一个来自医生的护盾。根据房主设定目标可能可以看到自己是否持有护盾（显示在名字旁的蓝色「●」）。"
"DivinatorInfoLong","(船员阵营):\n调查员可以会议中为玩家投票以获得他们身份的线索，该线索将与他们的实际身份相关，当调查员的任务完成时，你将获得确切的身份而不是线索！","(Crewmates):\nAs the Fortune Teller, vote for a player in a meeting to get a clue to their role.\nThe clue will relate to their actual role.\n\nWhen the Fortune Teller's tasks are complete, they will obtain the exact role rather than a clue!","(Член Экипажа):\nСледователь может проголосовать за игрока на встрече, чтобы узнать его роль.\nПодсказка будет связана с его фактической ролью.\n\nКогда он выполнит все задания, он получит точную роль, а не подсказку!","(船員陣營):\n占卜師在會議上投票給某一個人時可以獲得該玩家的相關訊息，該訊息與玩家的主職業關聯。若占卜師完成所有任務，則占卜師將可以直接知道該玩家的職業。占卜師每次會議只能占卜一次，占卜次數根據房主設定。","(船员阵营):\n占卜师可以通过在会议上投票给一位玩家以获得该玩家的相关信息，信息与该玩家的主职业关联。若占卜师完成所有任务，占卜时可以直接知道该玩家的具体职业。占卜师每次会议只能占卜一次，占卜次数根据房主设定。"
"JudgeInfoLong","(船员阵营):\n法官可以在会议时审判某位玩家的，若目标为邪恶角色则击杀目标（是否邪恶根据房主设定），错误则会自杀。\n审判指令为：/tl [玩家编号]\n您可以在玩家名字前看到该玩家的编号，或者使用/id指令查看所有玩家的编号。当法官成为叛徒时可以随意审判。","(Crewmates):\nThe Judge can judge a certain player during the meeting. If the target is evil, the target will be killed (whether it is evil or not is set by the host), and if it is wrong, the judge commits suicide.\nThe judgment command is: /tl [player id]\nYou can see the player's id before the player's name, or use the /id command to view the id of all players.\nJudges can judge all players when they become Madmate.","(Член Экипажа): Судья может судить определенного игрока во время встречи. Если цель - плохая роль, он будет убит, а если нет, судья покончит с собой.\n Пробная команда: /tl [Номер игрока] \n Вы можете увидеть номер игрока перед именем игрока или использовать команду /id для просмотра номеров всех игроков. Когда судья - Безумец, он может судить любого, кто захочет.","(船員陣營):\n法官在會議時可以審判某位玩家，若該玩家的職業為邪惡方職業則殺死該目標(部分邪惡方是否可以審判視房主設定)，錯誤則會自殺，\n審判指令為:/tl [玩家ID]\n你可以在玩家名字前看到該玩家的ID，或使用/id來查詢所有玩家的編號，當法官成為叛徒時可以隨意審判。","(船员阵营):\n法官可以在会议时审判某位玩家的，若目标为邪恶角色则击杀目标（是否邪恶根据房主设定），错误则会自杀。\n审判指令为：/tl [玩家编号]\n您可以在玩家名字前看到该玩家的编号，或者使用/id指令查看所有玩家的编号。当法官成为叛徒时可以随意审判。"
"MorticianInfoLong","(船员阵营):\n入殓师可以看到指向所有尸体的箭头，入殓师报告尸体可以在会议上得知被害者生前最后一个接触的玩家。请注意：入殓师不会成为胆小鬼或灵媒。","(Crewmates):\nThe Mortician can see arrows pointing to all dead bodies, and if the Mortician reports a body they will know the last player the victim had contact with. Note: Mortician won't be Oblivious or Seer.","(Член Экипажа):\nГробовщик может видеть стрелки, указывающие на все трупы. На собрании получает информацию, кто был последним игроком, с которым контактировала жертва при жизни.\n ★Пожалуйста, обратите внимание★：Гробовщик не может стать Забывчивым и Провидцем.","(船員陣營):\n殯葬師可以看到指向所有屍體的箭頭，當殯葬師報告屍體時可以在會議上得知被害者生前最後一個接觸的玩家。請注意: 殯葬師不會成為膽小鬼。","(船员阵营):\n入殓师可以看到指向所有尸体的箭头，入殓师报告尸体可以在会议上得知被害者生前最后一个接触的玩家。请注意：入殓师不会成为胆小鬼。"
